City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,maridi,4.9158,29.4742,25.81,26,78,1.87,SS,1705259943
363,les anglais,18.3054,-74.2197,28.22,68,45,1.01,HT,1705259943
364,avarua,-21.2078,-159.775,26.03,89,75,7.72,CK,1705259890
365,cill airne,52.05,-9.5167,3.22,96,86,1.7,IE,1705259943
366,nuuk,64.1835,-51.7216,2.34,87,75,1.03,GL,1705259877
367,strenci,57.6257,25.6854,-8.24,96,94,1.62,LV,1705259943
368,carbonear,47.7332,-53.2148,1.24,92,100,7.92,CA,1705259944
369,menongue,-14.6585,17.691,17.33,96,100,1.3,AO,1705259867
370,ankazoabo,-22.2833,44.5167,25.31,78,43,1.75,MG,1705259944
371,iquique,-20.2208,-70.1431,24.02,75,19,1.54,CL,1705259914
372,mlangali,-9.7833,34.5167,16.35,86,100,1.67,TZ,1705259944
373,altay,47.8667,88.1167,-5.31,73,78,3.12,CN,1705259869
374,thames,-37.1333,175.5333,20.18,88,100,2.6,NZ,1705259945
375,qarazhal,48.0078,70.7903,-20.32,93,100,1.97,KZ,1705259890
376,penzance,50.1186,-5.5371,3.38,72,94,3.66,GB,1705259732
377,rio preto da eva,-2.6994,-59.6997,23.99,97,100,1.17,BR,1705259653
378,bitam,2.076,11.5007,24.29,74,91,2.26,GA,1705259945
379,chibougamau,49.9168,-74.3659,-17.21,78,100,5.66,CA,1705259945
380,alamos,27.0167,-108.9333,26.53,11,0,1.66,MX,1705259946
381,san juan,-31.5375,-68.5364,31.46,19,2,7.16,AR,1705259946
382,colonia menno,-22.3667,-59.8167,39.64,27,100,4.93,PY,1705259946
383,ad dabbah,18.05,30.95,19.71,22,100,5.37,SD,1705259946
384,alaghsas,17.0187,8.0168,19.47,14,0,8.08,NE,1705259946
385,nadi,-17.8,177.4167,26.0,89,75,0.51,FJ,1705259946
386,vila franca do campo,37.7167,-25.4333,16.23,85,94,2.62,PT,1705259672
387,solleftea,63.1667,17.2667,-12.08,98,93,1.6,SE,1705259947
388,copiapo,-27.3667,-70.3333,19.83,27,0,5.44,CL,1705259947
389,norderney,53.7,7.15,3.34,95,100,13.21,DE,1705259882
390,tamanrasset,22.785,5.5228,16.95,9,0,2.06,DZ,1705259947
391,yamada,39.4667,141.95,2.13,76,15,3.89,JP,1705259947
392,kharagpur,22.3333,87.3333,13.49,28,0,2.27,IN,1705259947
393,port-vila,-17.7338,168.3219,24.78,100,75,0.51,VU,1705259734
394,skagen,57.7209,10.5839,2.82,66,39,11.34,DK,1705259947
395,hawaiian paradise park,19.5933,-154.9731,23.82,79,100,1.54,US,1705259857
396,recreo,-29.2818,-65.061,35.4,41,89,9.91,AR,1705259948
397,mana,5.6592,-53.7767,28.89,68,27,4.7,GF,1705259887
398,miguel ahumada,30.6167,-106.5167,18.02,15,0,4.88,MX,1705259948
399,saint-joseph,-21.3667,55.6167,27.21,78,100,8.36,RE,1705259948
400,jauja,-11.7758,-75.4966,17.04,52,100,0.57,PE,1705259948
401,seeb,23.6703,58.1891,21.05,68,0,1.54,OM,1705259949
402,tromso,69.6496,18.957,-7.99,86,75,1.03,NO,1705259672
403,lompoc,34.6391,-120.4579,19.45,65,100,4.63,US,1705259949
404,benjamin aceval,-24.9667,-57.5667,36.08,52,100,1.0,PY,1705259949
405,arno,60.1167,18.6333,-3.45,93,100,4.55,SE,1705259950
406,colares,38.7992,-9.4469,18.52,98,75,7.15,PT,1705259951
407,morondava,-20.2833,44.2833,28.93,76,100,4.1,MG,1705259951
408,itapirapua,-15.8233,-50.6133,28.93,73,100,1.39,BR,1705259951
409,sengkang,-4.1279,120.0297,25.01,93,100,1.46,ID,1705259951
410,khandud,36.9513,72.318,-2.38,72,100,1.66,AF,1705259951
411,meget,52.415,104.0494,-12.58,91,6,3.56,RU,1705259951
412,el granada,37.5027,-122.4694,15.66,79,0,3.6,US,1705259952
413,tubarjal,30.4999,38.216,13.89,52,16,2.69,SA,1705259952
414,koluszki,51.7387,19.8199,0.54,94,100,7.65,PL,1705259952
415,lodja,-3.4833,23.4333,21.15,98,100,0.78,CD,1705259952
416,mazagao,-0.115,-51.2894,29.29,70,42,2.03,BR,1705259952
417,gillette,44.2911,-105.5022,-18.83,53,0,1.79,US,1705259952
418,nantucket,41.2835,-70.0995,7.08,57,40,10.29,US,1705259952
419,gamba,-2.65,10.0,26.0,86,89,3.08,GA,1705259953
420,lubuklinggau,-3.3,102.8667,22.96,99,100,0.51,ID,1705259953
421,zelenoborskiy,66.845,32.3622,-17.23,97,100,1.39,RU,1705259953
422,tura,25.5198,90.2201,12.59,74,0,1.12,IN,1705259889
423,great bend,38.3645,-98.7648,-14.93,52,0,2.57,US,1705259953
424,santiago de cao,-7.9589,-79.2392,24.07,78,20,5.66,PE,1705259953
425,ipora,-16.4419,-51.1178,30.5,52,31,3.0,BR,1705259953
426,veydelevka,50.1521,38.4492,-8.64,94,100,5.69,RU,1705259954
427,markaz-e hukumat-e darweshan,31.1323,64.1934,14.65,28,77,2.81,AF,1705259872
428,north bend,43.4065,-124.2243,10.13,93,100,0.0,US,1705259954
429,camana,-16.6228,-72.7111,24.57,74,6,4.27,PE,1705259954
430,at-bashi,41.1702,75.8106,-5.74,72,100,1.14,KG,1705259888
431,taro,-8.3862,115.28,24.0,95,92,0.7,ID,1705259954
432,ghat,24.9647,10.1728,13.4,40,100,1.91,LY,1705259955
433,deir ez-zor,35.3359,40.1408,10.88,75,0,2.81,SY,1705259955
434,old town,50.087,14.4202,1.67,79,75,8.75,CZ,1705259955
435,afaahiti,-17.75,-149.2833,28.93,84,100,11.51,PF,1705259855
436,upington,-28.4478,21.2561,29.21,17,0,3.09,ZA,1705259955
437,tupiza,-21.45,-65.7167,25.4,31,50,10.21,BO,1705259955
438,yazman,29.1212,71.7446,12.8,23,66,0.59,PK,1705259955
439,ulsteinvik,62.3432,5.8487,-0.05,93,100,0.45,NO,1705259956
440,paita,-5.0892,-81.1144,27.02,68,15,6.59,PE,1705259956
441,coruripe,-10.1256,-36.1756,29.29,66,38,6.68,BR,1705259956
442,kanniyakumari,8.0833,77.5667,25.39,81,100,7.9,IN,1705259956
443,east london,-33.0153,27.9116,22.99,91,100,2.9,ZA,1705259823
444,argo,37.6333,22.7333,9.32,78,2,2.16,GR,1705259956
445,anna regina,7.2644,-58.5077,28.49,65,5,3.59,GY,1705259957
446,santa marta,11.2408,-74.199,32.03,71,20,1.54,CO,1705259737
447,tadine,-21.55,167.8833,26.34,89,100,5.4,NC,1705259957
448,mutum biyu,8.6333,10.7667,25.86,10,15,2.98,NG,1705259957
449,arkalyk,50.2486,66.9114,-25.14,96,11,7.24,KZ,1705259957
450,rome,34.257,-85.1647,12.49,52,100,2.57,US,1705259957
451,khovd,48.0056,91.6419,-8.98,63,99,1.15,MN,1705259957
452,baise city,23.8997,106.6133,17.8,95,85,1.12,CN,1705259958
453,erattupetta,9.7,76.7833,22.52,87,6,1.16,IN,1705259958
454,ta`u,-14.2336,-169.5144,27.85,81,98,8.8,AS,1705259958
455,hithadhoo,-0.6,73.0833,28.76,73,5,5.15,MV,1705259858
456,aral,40.5156,81.2636,-1.44,40,0,1.06,CN,1705259728
457,gonabad,34.3529,58.6837,12.53,39,89,3.26,IR,1705259959
458,heroica caborca,30.7167,-112.15,19.89,14,0,1.69,MX,1705259959
459,nishinoomote,30.7333,131.0,17.61,59,0,10.5,JP,1705259866
460,grand falls-windsor,48.9332,-55.6649,0.84,92,100,1.79,CA,1705259959
461,pitanga,-24.7572,-51.7614,30.42,44,17,2.52,BR,1705259959
462,kirovo-chepetsk,58.5539,50.0399,-16.35,86,100,4.79,RU,1705259942
463,boyolangu,-8.1181,111.8935,25.51,87,100,1.55,ID,1705259960
464,betio village,1.358,172.9211,29.02,82,100,7.55,KI,1705259961
465,lorengau,-2.0226,147.2712,27.8,77,96,2.61,PG,1705259879
466,eyl,7.9803,49.8164,25.38,84,73,8.27,SO,1705259961
467,cabo san lucas,22.8909,-109.9124,26.61,45,0,3.13,MX,1705259875
468,huarmey,-10.0681,-78.1522,26.23,73,19,5.69,PE,1705259961
469,vorkuta,67.5,64.0,-32.59,96,96,1.49,RU,1705259962
470,salalah,17.0151,54.0924,25.05,83,20,1.03,OM,1705259821
471,floro,61.5996,5.0328,-1.02,93,75,6.17,NO,1705259962
472,bengkulu,-3.8004,102.2655,24.61,91,51,1.51,ID,1705259882
473,camocim,-2.9022,-40.8411,30.4,60,99,7.19,BR,1705259963
474,al ghayzah,16.2079,52.176,24.34,75,21,2.48,YE,1705259963
475,vila velha,-20.3297,-40.2925,29.97,74,20,7.2,BR,1705259963
476,newman,37.3138,-121.0208,14.47,83,20,0.89,US,1705259963
477,vadso,70.0744,29.7487,-10.91,67,40,6.17,NO,1705259863
478,quellon,-43.1167,-73.6167,14.97,87,100,1.32,CL,1705259963
479,kayangel,8.0823,134.7173,27.89,78,100,10.66,PW,1705259964
480,arevalo,41.0626,-4.7204,12.39,85,100,5.3,ES,1705259964
481,shimoda,34.6667,138.95,10.06,72,14,9.43,JP,1705259964
482,husainabad,24.5333,84.0167,10.23,36,0,1.23,IN,1705259964
483,yung shue wan,22.2333,114.1167,19.82,80,0,3.84,HK,1705259970
484,erechim,-27.6342,-52.2739,30.84,48,45,3.21,BR,1705259970
485,papao,-17.75,-149.55,29.82,83,86,12.11,PF,1705259891
486,korsakov,46.6328,142.7813,-10.09,89,100,6.25,RU,1705259971
487,turpan,42.9333,89.1667,-1.16,57,32,0.56,CN,1705259707
488,yelizovo,53.1873,158.3805,-14.0,70,0,4.02,RU,1705259972
489,gunjur,13.2019,-16.7339,31.04,30,0,2.06,GM,1705259972
490,nacala,-14.5428,40.6728,25.39,93,91,3.14,MZ,1705259972
491,tazovsky,67.4667,78.7,-27.58,95,100,6.36,RU,1705259869
492,tarinkot,32.6268,65.8733,9.49,29,4,1.27,AF,1705259972
493,itapage,-3.6867,-39.5861,32.25,37,90,5.82,BR,1705259973
494,sadaseopet,17.6167,77.95,21.77,42,5,2.2,IN,1705259973
495,mahebourg,-20.4081,57.7,27.36,94,75,3.6,MU,1705259973
496,elmali,36.7358,29.9177,1.62,86,4,1.48,TR,1705259973
497,klyuchi,52.2667,79.1667,-18.74,79,89,7.98,RU,1705259879
498,sao jose da coroa grande,-8.8978,-35.1478,28.74,65,80,5.29,BR,1705259973
499,uturoa,-16.7333,-151.4333,27.69,80,82,10.8,PF,1705259863
500,wewak,-3.5534,143.6268,25.9,89,99,2.2,PG,1705259974
501,severo-yeniseyskiy,60.3725,93.0408,-5.24,89,100,6.26,RU,1705259974
502,lubango,-14.9172,13.4925,15.74,58,99,2.4,AO,1705259976
503,taquaritinga,-21.4061,-48.5047,29.77,54,67,3.75,BR,1705259976
504,luau,-10.7073,22.2247,19.1,96,100,2.0,AO,1705259976
505,chuguyevka,44.1653,133.8633,-17.23,94,100,6.52,RU,1705259976
506,fuerte olimpo,-21.0415,-57.8738,36.9,37,65,3.85,PY,1705259976
507,embarcacion,-23.209,-64.096,42.9,39,3,2.48,AR,1705259976
508,hobyo,5.3505,48.5268,26.12,84,100,7.5,SO,1705259976
509,fortaleza,-3.7227,-38.5247,30.6,75,75,8.75,BR,1705259977
510,susanville,40.4163,-120.653,7.91,66,100,7.2,US,1705259977
511,carnarvon,-24.8667,113.6333,22.58,81,7,6.25,AU,1705259978
512,gizo,-8.103,156.8419,28.56,77,40,2.93,SB,1705259978
513,aragarcas,-15.8975,-52.2508,30.36,62,40,1.03,BR,1705259978
514,andergrove,-21.0833,149.1833,25.91,83,100,5.24,AU,1705259978
515,nago,26.5881,127.9761,15.25,70,3,2.9,JP,1705259870
516,saint-felicien,48.6501,-72.4491,-7.62,57,75,6.17,CA,1705259979
517,boysun,38.2061,67.1986,10.04,44,100,2.92,UZ,1705259979
518,armacao de buzios,-22.7469,-41.8817,27.03,93,100,1.38,BR,1705259835
519,san juan de uraba,8.7592,-76.5297,29.62,71,22,4.18,CO,1705259980
520,nueva concepcion,14.2,-91.3,34.26,39,3,4.3,GT,1705259981
521,srivilliputhur,9.5167,77.6333,22.47,88,21,0.64,IN,1705259981
522,ust'-ordynskiy,52.805,104.7508,-21.72,93,9,2.65,RU,1705259981
523,ixtapa,20.7,-105.2,25.57,61,20,0.0,MX,1705259981
524,island harbour,50.724,-1.2758,6.04,86,62,1.79,GB,1705259981
525,nagqu,31.5,92.0,-10.54,54,100,1.66,CN,1705259776
526,qingyang,37.4958,121.2581,-1.24,49,0,5.51,CN,1705259982
527,niimi,34.9833,133.4667,4.19,97,100,1.93,JP,1705259982
528,port douglas,-16.4833,145.4667,25.59,85,97,1.34,AU,1705259982
529,touros,-5.1989,-35.4608,29.25,61,8,6.27,BR,1705259860
530,pamandzi,-12.7967,45.2794,27.88,78,0,5.14,YT,1705259982
531,mount gambier,-37.8333,140.7667,14.59,86,20,3.49,AU,1705259699
532,bayji,34.9311,43.487,15.5,53,100,1.56,IQ,1705259982
533,keelung,25.1283,121.7419,18.92,88,0,0.9,TW,1705259862
534,buala,-8.145,159.5921,27.05,80,97,0.54,SB,1705259983
535,cambria,35.5641,-121.0808,16.34,98,68,1.79,US,1705259983
536,murud,18.3258,72.965,24.23,55,5,3.74,IN,1705259983
537,kone,-21.0595,164.8658,25.23,90,13,1.54,NC,1705259871
538,madimba,-10.4,40.3333,26.91,87,100,4.91,TZ,1705259983
539,char bhadrasan,23.3167,90.2167,13.27,62,0,2.08,BD,1705259983
540,coahuayana de hidalgo,18.7,-103.6583,29.94,45,98,2.07,MX,1705259865
541,archangelos,36.2149,28.1149,11.84,70,17,3.41,GR,1705259983
542,mandalgovi,45.7625,106.2708,-14.14,71,0,4.48,MN,1705259984
543,presidencia roque saenz pena,-26.7852,-60.4388,36.57,43,33,5.74,AR,1705259984
544,bireun,5.203,96.7009,24.9,84,100,1.93,ID,1705259984
545,tazacorte,28.629,-17.9293,21.54,95,20,2.57,ES,1705259876
546,taraz,42.9,71.3667,-7.77,93,100,3.0,KZ,1705259949
547,kolonia,50.9333,6.95,1.65,82,100,5.66,DE,1705259838
548,calca,-13.3333,-71.95,20.64,72,99,3.75,PE,1705259985
549,bandundu,-3.3167,17.3667,25.61,74,89,1.07,CD,1705259985
550,spring creek,40.7266,-115.5859,3.55,76,100,1.34,US,1705259985
551,kerikeri,-35.2268,173.9474,21.62,93,100,1.75,NZ,1705259985
552,bereznik,62.8551,42.7072,-14.38,96,100,2.37,RU,1705259985
553,richards bay,-28.783,32.0377,25.13,88,6,5.67,ZA,1705259882
554,las vegas,36.175,-115.1372,12.91,30,0,1.79,US,1705259836
555,rawai,7.7797,98.3253,26.06,78,13,7.19,TH,1705259985
556,rabo de peixe,37.8,-25.5833,15.73,82,40,3.6,PT,1705259985
557,urangan,-25.3,152.9,24.0,94,94,2.68,AU,1705259868
558,tavricheskoye,54.5851,73.6395,-23.94,90,100,7.83,RU,1705259902
559,mokhsogollokh,61.4681,128.9203,-35.99,100,100,0.36,RU,1705259986
560,miyaly,48.8844,53.7836,-20.3,95,6,3.33,KZ,1705259951
561,shiyan,32.6475,110.7781,3.88,51,47,3.6,CN,1705259986
562,kamina,-8.7386,24.9906,19.09,96,100,2.13,CD,1705259986
563,migennes,47.9655,3.5179,-2.23,76,100,1.85,FR,1705259861
564,hammerfest,70.6634,23.6821,-6.75,79,40,4.12,NO,1705259986
565,beibei,29.8256,106.4339,14.65,80,100,1.24,CN,1705259987
566,demopolis,32.5176,-87.8364,11.97,37,0,0.0,US,1705259987
567,hilo,19.7297,-155.09,23.94,73,100,1.54,US,1705259987
568,bangassou,4.7413,22.8184,24.13,28,37,0.65,CF,1705259987
569,puerto santa,-8.9906,-78.6456,24.54,78,70,5.3,PE,1705259987
570,paka,4.6374,103.4368,24.96,94,100,1.03,MY,1705259858
571,cromwell,41.5951,-72.6454,5.06,67,100,6.69,US,1705259987
572,novyy urengoy,66.0833,76.6333,-27.3,97,100,7.34,RU,1705259906
573,mili,6.0815,171.735,27.35,73,100,8.68,MH,1705259988
574,international falls,48.6011,-93.411,-20.9,71,75,5.14,US,1705259988
575,eagle mountain,40.3141,-112.0069,2.33,77,100,2.24,US,1705259988
576,kiffa,16.6166,-11.4045,26.63,6,54,4.6,MR,1705259988
577,arkhangel'sk,64.5401,40.5433,-14.93,84,0,1.0,RU,1705259848
578,namdrik,5.5994,168.1028,27.55,74,100,8.0,MH,1705259988
579,kaset wisai,15.6556,103.5836,23.52,71,20,4.89,TH,1705259988
580,al minya,28.1099,30.7503,16.34,46,100,2.26,EG,1705259988
581,boca chica,18.4537,-69.6111,31.06,66,40,4.12,DO,1705259989
582,kogalym,62.2654,74.4791,-23.75,96,100,9.9,RU,1705259989
583,kencong,-8.2833,113.3667,26.71,81,100,1.41,ID,1705259989
584,shingu,33.7333,135.9833,9.03,84,8,3.73,JP,1705259989
585,monticello,45.3055,-93.7941,-17.25,63,75,6.17,US,1705259989
586,panauti,27.5814,85.5124,8.18,81,20,1.03,NP,1705259989
587,puerto deseado,-47.7503,-65.8938,15.86,44,100,8.6,AR,1705259989
588,barra do garcas,-15.89,-52.2567,30.32,62,40,1.03,BR,1705259989
